Name;ISIN;Symbol;Market;Currency;"Open Price";"High Price";"low Price";"last Price";"last Trade MIC Time";"Time Zone";Volume;Turnover;"Closing Price";"Closing Price DateTime"
"UCAPITAL GLOBAL";GB00BJ9M4V82;MLALE;"Euronext Access Paris";EUR;'0.07;'0.07;'0.07;'0.07;"19/06/2024 11:30";CET;30000;2100.00;'0.07;26/08/2024
UCAPITAL24;IT0005380461;U24;"Euronext Growth Milan";EUR;'0.28;'0.30;'0.274;'0.286;"26/08/2024 16:11";CET;346000;99362.00;'0.286;26/08/2024
"UCARE SERVICES BEL";BE0003838555;PNSB;"Euronext Access Brussels";EUR;'0.40;'0.40;'0.40;'0.40;"15/08/2023 16:30";CET;184;73.60;'0.40;26/08/2024
UCB;BE0003739530;UCB;"Euronext Brussels";EUR;160.95;161.95;160.35;161.85;"26/08/2024 17:35";CET;61936;'10010782.30;161.85;26/08/2024
UCB;BE0003739530;4UCB;EuroTLX;EUR;156.00;156.05;156.00;156.05;"29/07/2024 13:39";CET;130;20281.50;161.60;26/08/2024
UCB;BE0003739530;2UCB;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
"ULISSE BIOMED";IT0005451213;UBM;"Euronext Growth Milan";EUR;1.02;1.025;1.02;1.025;"23/08/2024 11:06";CET;2000;2045.00;1.025;26/08/2024
ULTIMOVACS;NO0010851603;ULTI;"Oslo Børs";NOK;2.84;2.96;2.55;2.63;"26/08/2024 16:25";CET;618153;'1693019.01;2.63;26/08/2024
"UMALIS GROUP";FR0011776889;MLUMG;"Euronext Access Paris";EUR;3.20;3.20;3.20;3.20;"20/08/2024 11:30";CET;5;16.00;3.20;26/08/2024
UMG;NL0015000IY2;UMG;"Euronext Amsterdam";EUR;23.35;23.48;22.99;23.33;"26/08/2024 17:35";CET;828924;'19295552.49;23.33;26/08/2024
UMG;NL0015000IY2;2UMG;"Trading After Hours";EUR;27.72;27.72;27.49;27.49;"20/05/2024 18:00";CET;200;5532.50;21.99;31/07/2024
UMICORE;BE0974320526;2UMI;"Trading After Hours";EUR;13.92;13.92;13.92;13.92;"'03/07/2024 19:49";CET;100;1392.00;12.69;31/07/2024
UMICORE;BE0974320526;UMI;"Euronext Brussels";EUR;11.46;11.63;11.39;11.63;"26/08/2024 17:35";CET;385056;'4447942.81;11.63;26/08/2024
UMICORE;BE0974320526;4UMI;EuroTLX;EUR;11.81;11.81;11.72;11.72;"'05/08/2024 15:42";CET;220;2580.20;11.56;26/08/2024
"UNDER ARMOUR - CLA";US9043111072;4UAA;EuroTLX;EUR;7.162;7.162;7.162;7.162;"12/08/2024 09:05";CET;200;1432.40;7.619;26/08/2024
"UNDER ARMOUR - CLA";US9043111072;1UAA;"Euronext Global Equity Market";EUR;6.027;6.027;6.027;6.027;"23/07/2024 09:00";CET;200;1205.40;7.661;26/08/2024
"UNDER ARMOUR - CLA";US9043111072;2UAA;"Trading After Hours";EUR;6.055;6.055;6.055;6.055;"18/07/2024 18:55";CET;20;121.10;6.412;31/07/2024
UNIBAIL-RODAMCO-WE;FR0013326246;URW;"Euronext Paris";EUR;71.82;73.20;71.70;72.70;"26/08/2024 17:35";CET;214453;'15595311.31;72.70;26/08/2024
UNIBAIL-RODAMCO-WE;FR0013326246;2URW;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
UNIBEL;FR0000054215;UNBL;"Euronext Paris";EUR;850.00;850.00;850.00;850.00;"21/08/2024 11:35";CET;20;17000.00;850.00;26/08/2024
UNICREDIT;IT0005239360;2UCG;"Trading After Hours";EUR;38.155;38.155;37.92;38.005;"31/07/2024 20:16";CET;12612;'479588.99;38.025;31/07/2024
UNICREDIT;IT0005239360;UCG;"Euronext Milan";EUR;36.545;36.625;36.22;36.415;"26/08/2024 17:37";CET;2874051;'104655249.64;36.415;26/08/2024
UNIDATA;IT0005573065;UD;"Euronext Milan";EUR;3.47;3.47;3.47;3.47;"26/08/2024 17:35";CET;1212;4205.64;3.47;26/08/2024
UNIEURO;IT0005239881;UNIR;"Euronext Milan";EUR;11.44;11.68;11.44;11.66;"26/08/2024 17:35";CET;106756;'1239424.22;11.66;26/08/2024
"UNIFIEDPOST GROUP";BE0974371032;UPG;"Euronext Brussels";EUR;3.45;3.48;3.39;3.43;"26/08/2024 17:35";CET;11826;40364.60;3.43;26/08/2024
UNILEVER;GB00B10RZP78;UNA;"Euronext Amsterdam";EUR;56.60;56.98;56.60;56.98;"26/08/2024 17:35";CET;430618;'24484724.52;56.98;26/08/2024
"UNION PACIFIC";US9078181081;1UNP;"Euronext Global Equity Market";EUR;222.35;228.40;217.40;217.40;"24/07/2024 09:45";CET;62;13714.75;222.25;26/08/2024
"UNION PACIFIC";US9078181081;2UNP;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
"UNION PACIFIC";US9078181081;4UNP;EuroTLX;EUR;233.10;233.10;233.10;233.10;"'04/03/2024 13:12";CET;2;466.20;221.65;26/08/2024
"UNION TECH.INFOR.";FR0000074197;FPG;"Euronext Paris";EUR;'0.18;'0.18;'0.18;'0.18;"26/08/2024 09:54";CET;1000;180.00;'0.18;26/08/2024
UNIPER;DE000UNSE026;4UN;EuroTLX;EUR;44.165;44.165;44.165;44.165;"23/08/2024 15:06";CET;40;1766.60;43.63;26/08/2024
UNIPER;DE000UNSE026;2UN;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
UNIPER;DE000UNSE026;1UN;"Euronext Global Equity Market";EUR;40.40;40.40;40.40;40.40;"25/07/2024 09:39";CET;5;202.00;43.85;26/08/2024
"UNIPHAR PLC";IE00BJ5FQX74;UPR;"Euronext Growth Dublin";EUR;2.695;2.74;2.61;2.72;"26/08/2024 21:01";IST;79502;'214881.90;2.72;26/08/2024
UNIPOL;IT0004810054;UNI;"Euronext Milan";EUR;9.355;9.425;9.315;9.335;"26/08/2024 17:35";CET;556847;'5209842.10;9.335;26/08/2024
"UNITED AIRLINES H";US9100471096;4UAL;EuroTLX;EUR;38.83;38.83;38.83;38.83;"16/08/2024 09:54";CET;15;582.45;38.525;26/08/2024
"UNITED AIRLINES H";US9100471096;1UAL;"Euronext Global Equity Market";EUR;37.555;37.555;37.555;37.555;"21/08/2024 11:17";CET;250;9388.75;38.51;26/08/2024
"UNITED AIRLINES H";US9100471096;2UAL;"Trading After Hours";EUR;47.195;47.195;47.195;47.195;"24/05/2024 18:00";CET;3;141.59;42.715;31/07/2024
"UNITED INTERNET";DE0005089031;2UTDI;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
"UNITED INTERNET";DE0005089031;4UTDI;EuroTLX;EUR;16.31;16.31;16.31;16.31;"'05/08/2024 12:02";CET;26;424.06;19.02;26/08/2024
"UNITED INTERNET";DE0005089031;1UTDI;"Euronext Global Equity Market";EUR;18.02;18.02;18.02;18.02;"16/08/2024 17:06";CET;111;2000.22;19.03;26/08/2024
"UNITED STATES ST";US9129091081;4USX1;EuroTLX;EUR;34.895;34.895;34.895;34.895;"30/04/2024 11:37";CET;15;523.43;33.66;26/08/2024
"UNITED STATES ST";US9129091081;2USX1;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
"UNITED STATES ST";US9129091081;1USX1;"Euronext Global Equity Market";EUR;38.22;38.22;38.22;38.22;"12/08/2024 16:12";CET;30;1146.60;33.675;26/08/2024
"UNITEDHEALTH GROUP";US91324P1021;2UNH;"Trading After Hours";EUR;522.20;523.70;522.20;523.70;"17/07/2024 20:13";CET;6;3137.70;528.80;31/07/2024
"UNITEDHEALTH GROUP";US91324P1021;4UNH;EuroTLX;EUR;527.90;527.90;527.90;527.90;"'02/08/2024 09:43";CET;3;1583.70;525.10;26/08/2024
"UNITEDHEALTH GROUP";US91324P1021;1UNH;"Euronext Global Equity Market";EUR;521.90;521.90;521.70;521.70;"21/08/2024 12:26";CET;76;39653.20;525.10;26/08/2024
UNITI;FR0012709160;ALUNT;"Euronext Growth Paris";EUR;1.25;1.25;1.25;1.25;"26/08/2024 09:00";CET;1;1.25;1.25;26/08/2024
UPERGY;FR0010337865;ALUPG;"Euronext Growth Paris";EUR;1.95;1.95;1.91;1.91;"26/08/2024 09:54";CET;16;31.16;1.91;26/08/2024
URCOLESA;ES0105748000;MLURC;"Euronext Access Paris";EUR;3.38;3.38;3.38;3.38;"22/02/2024 00:00";CET;-;-;3.38;26/08/2024
"US BANCORP";US9029733048;2USB;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
"US BANCORP";US9029733048;4USB;EuroTLX;EUR;40.635;40.635;40.635;40.635;"26/08/2024 17:27";CET;10;406.35;40.635;26/08/2024
"US BANCORP";US9029733048;1USB;"Euronext Global Equity Market";EUR;37.005;37.005;36.80;36.80;"'05/08/2024 12:45";CET;90;3320.20;40.685;26/08/2024
UTEXBEL;BE0017609521;-;"Euronext Expert Market";EUR;91.05;91.05;91.05;91.05;"20/10/2015 11:30";CET;84;7648.20;91.00;26/08/2024
"UV GERMI";FR0011898584;ALUVI;"Euronext Growth Paris";EUR;3.23;3.30;3.22;3.22;"26/08/2024 16:22";CET;1750;5688.40;3.22;26/08/2024
"V LANSCHOT KEMPEN";NL0000302636;2VLK;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
"V LANSCHOT KEMPEN";NL0000302636;VLK;"Euronext Amsterdam";EUR;38.40;39.20;38.35;38.95;"26/08/2024 17:37";CET;34167;'1326114.10;38.95;26/08/2024
V.F.;US9182041080;2VFC;"Trading After Hours";EUR;14.632;14.632;14.632;14.632;"17/07/2024 19:57";CET;71;1038.87;15.454;31/07/2024
V.F.;US9182041080;4VFC;EuroTLX;EUR;14.10;14.10;14.10;14.10;"'02/08/2024 16:25";CET;3545;49984.50;15.52;26/08/2024
V.F.;US9182041080;1VFC;"Euronext Global Equity Market";EUR;15.548;15.548;15.548;15.548;"26/08/2024 15:29";CET;95;1477.06;15.51;26/08/2024
"VAA VISTA ALEGRE";PTVAA0AM0019;VAF;"Euronext Lisbon";EUR;1.03;1.08;1.03;1.08;"26/08/2024 20:03";BST;11529;11952.07;1.08;26/08/2024
VALBIOTIS;FR0013254851;ALVAL;"Euronext Growth Paris";EUR;1.692;1.70;1.624;1.674;"26/08/2024 17:35";CET;68733;'114049.53;1.674;26/08/2024
VALEO;FR0013176526;2FR;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
VALEO;FR0013176526;4FR;EuroTLX;EUR;8.982;8.982;8.982;8.982;"'05/08/2024 12:43";CET;350;3143.70;9.91;26/08/2024
VALEO;FR0013176526;FR;"Euronext Paris";EUR;9.856;10.04;9.80;9.916;"26/08/2024 17:35";CET;480677;'4770402.62;9.916;26/08/2024
"VALERIO TX";FR0010095596;ALVIO;"Euronext Growth Paris";EUR;'0.082;'0.0848;'0.0801;'0.0816;"26/08/2024 16:45";CET;39517;3257.79;'0.0816;26/08/2024
VALICA;IT0005562514;VLC;"Euronext Growth Milan";EUR;5.70;5.85;5.70;5.85;"26/08/2024 16:50";CET;810;4671.00;5.85;26/08/2024
VALLOUREC;FR0013506730;2VK;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
VALLOUREC;FR0013506730;VK;"Euronext Paris";EUR;13.45;13.59;13.325;13.48;"26/08/2024 17:35";CET;291026;'3916896.62;13.48;26/08/2024
"VALLOUREC BSA 21";FR00140030K7;VKBS;"Euronext Paris";EUR;-;-;-;-;-;CET;-;-;-;-
VALNEVA;FR0004056851;4VLA;EuroTLX;EUR;3.004;3.004;3.00;3.00;"'05/08/2024 10:34";CET;2500;7504.00;3.468;26/08/2024
VALNEVA;FR0004056851;VLA;"Euronext Paris";EUR;3.48;3.556;3.43;3.476;"26/08/2024 17:35";CET;239820;'835873.97;3.476;26/08/2024
VALNEVA;FR0004056851;2VLA;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
VALSOIA;IT0001018362;VLS;"Euronext Milan";EUR;9.30;9.64;9.24;9.44;"26/08/2024 17:35";CET;15122;'140933.72;9.44;26/08/2024
VALTECNE;IT0005532525;VLT;"Euronext Growth Milan";EUR;5.80;5.80;5.80;5.80;"20/08/2024 17:01";CET;600;3480.00;5.80;26/08/2024
VALUE8;NL0010661864;VALUE;"Euronext Amsterdam";EUR;5.65;5.70;5.65;5.70;"26/08/2024 13:37";CET;59;336.10;5.70;26/08/2024
"VALUE8 CUM PREF";NL0015118803;PREVA;"Euronext Amsterdam";EUR;4.90;4.90;4.90;4.90;"21/08/2024 16:30";CET;12;58.80;4.90;26/08/2024
"VAN DE VELDE";BE0003839561;VAN;"Euronext Brussels";EUR;32.80;33.35;32.65;33.30;"26/08/2024 17:35";CET;11842;'390888.55;33.30;26/08/2024
"VAN GENECHTEN";BE0944866863;-;"Euronext Expert Market";EUR;-;-;-;-;-;CET;-;-;-;-
"VANDOR REAL ESTATE";ES0105623005;MLVRE;"Euronext Access Paris";EUR;6.00;6.00;6.00;6.00;"16/12/2021 00:00";CET;-;-;6.00;26/08/2024
"VANTEA SMART";IT0005433765;VNT;"Euronext Growth Milan";EUR;1.90;1.955;1.90;1.955;"26/08/2024 14:31";CET;2750;5280.00;1.955;26/08/2024
VANTIVA;FR0013505062;VANTI;"Euronext Paris";EUR;'0.1096;'0.1124;'0.1096;'0.112;"26/08/2024 17:35";CET;132568;14747.25;'0.112;26/08/2024
"VANTIVA BSA 2024";FR0013526225;VANBS;"Euronext Paris";EUR;'0.0008;'0.0014;'0.0008;'0.0014;"26/08/2024 15:06";CET;2318;2.24;'0.0014;26/08/2024
VARTA;DE000A0TGJ55;4VAR;EuroTLX;EUR;1.90;1.937;1.90;1.937;"26/08/2024 16:03";CET;700;1337.40;1.931;26/08/2024
VARTA;DE000A0TGJ55;2VAR;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
VARTA;DE000A0TGJ55;1VAR;"Euronext Global Equity Market";EUR;1.934;2.008;1.872;1.988;"26/08/2024 17:29";CET;15896;30799.15;1.964;26/08/2024
VASTNED;NL0000288918;VASTN;"Euronext Amsterdam";EUR;23.85;24.15;23.80;24.15;"26/08/2024 17:35";CET;1535;36917.50;24.15;26/08/2024
"VASTNED BELGIUM";BE0003754687;VASTB;"Euronext Brussels";EUR;30.70;30.80;30.50;30.80;"26/08/2024 17:35";CET;651;20002.10;30.80;26/08/2024
VAZIVA;FR0014007T10;ALVAZ;"Euronext Growth Paris";EUR;37.00;37.00;37.00;37.00;"26/08/2024 11:30";CET;75;2775.00;37.00;26/08/2024
"VDK BANK";BE0022780820;-;"Euronext Expert Market";EUR;2720.00;2720.00;2720.00;2720.00;"20/08/2024 11:30";CET;1;2720.00;2720.00;26/08/2024
VEIDEKKE;NO0005806802;VEI;"Oslo Børs";NOK;122.40;124.80;122.40;124.60;"26/08/2024 16:25";CET;134600;'16684480.60;124.60;26/08/2024
"VENTE UNIQUE.COM";FR0010766667;ALVU;"Euronext Growth Paris";EUR;13.20;13.20;12.30;12.95;"26/08/2024 17:39";CET;4421;56322.85;12.95;26/08/2024
"VENTURA OFFSHORE";BMG730931091;VTURA;"Euronext Growth Oslo";NOK;27.80;27.95;27.05;27.50;"26/08/2024 16:25";CET;155156;'4250134.20;27.50;26/08/2024
"VEOLIA ENVIRON";FR0000124141;4VIE;EuroTLX;EUR;27.70;27.70;27.70;27.70;"'07/08/2024 11:56";CET;216;5983.20;29.50;26/08/2024
"VEOLIA ENVIRON.";FR0000124141;2VIE;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
"VEOLIA ENVIRON.";FR0000124141;VIE;"Euronext Paris";EUR;29.40;29.55;29.40;29.45;"26/08/2024 17:35";CET;490104;'14440257.49;29.45;26/08/2024
"VEOM GROUP";FR0013530102;ALVG;"Euronext Growth Paris";EUR;'0.268;'0.272;'0.245;'0.252;"26/08/2024 17:35";CET;26373;6640.44;'0.252;26/08/2024
VEON;BMG9349W1038;VEON;"Euronext Amsterdam";EUR;'0.994;'0.994;'0.98;'0.98;"26/08/2024 17:35";CET;26342;25824.79;'0.98;26/08/2024
VERALLIA;FR0013447729;2VRLA;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
VERALLIA;FR0013447729;VRLA;"Euronext Paris";EUR;26.16;26.66;26.00;26.62;"26/08/2024 17:38";CET;80498;'2128962.86;26.62;26/08/2024
VERBIO;DE000A0JL9W6;2VBK;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
VERBIO;DE000A0JL9W6;4VBK;EuroTLX;EUR;14.43;14.43;14.43;14.43;"'05/08/2024 15:43";CET;40;577.20;17.78;26/08/2024
VERBIO;DE000A0JL9W6;1VBK;"Euronext Global Equity Market";EUR;17.36;17.41;17.36;17.41;"16/08/2024 11:12";CET;1976;34352.76;17.79;26/08/2024
VERBUND;AT0000746409;4VER;EuroTLX;EUR;74.70;74.70;74.70;74.70;"'09/04/2024 12:09";CET;277;20700.00;78.05;26/08/2024
VERGNET;FR001400JXA2;ALVER;"Euronext Growth Paris";EUR;'0.0499;'0.0515;'0.0489;'0.05;"26/08/2024 17:35";CET;47132;2346.49;'0.05;26/08/2024
VERIMATRIX;FR0010291245;VMX;"Euronext Paris";EUR;'0.408;'0.415;'0.405;'0.413;"26/08/2024 17:21";CET;34412;14081.97;'0.413;26/08/2024
"VERIZON COMMUNICAT";US92343V1044;2VZ;"Trading After Hours";EUR;36.485;36.485;36.485;36.485;"24/07/2024 18:10";CET;45;1641.83;37.53;31/07/2024
"VERIZON COMMUNICAT";US92343V1044;1VZ;"Euronext Global Equity Market";EUR;36.975;36.975;36.975;36.975;"23/08/2024 10:57";CET;10;369.75;36.98;26/08/2024
"VERIZON COMMUNICAT";US92343V1044;4VZ;EuroTLX;EUR;36.74;36.74;36.74;36.74;"20/08/2024 15:54";CET;150;5511.00;37.06;26/08/2024
"VERNEY CARRON";FR0006174496;MLVER;"Euronext Access Paris";EUR;6.45;6.45;5.90;5.90;"26/08/2024 16:30";CET;103;614.30;5.90;26/08/2024
VERSITY;FR0014003I41;MLVSY;"Euronext Access Paris";EUR;'0.90;'0.99;'0.90;'0.99;"12/09/2023 16:30";CET;13195;12226.05;'0.99;26/08/2024
"VERTEX PHARMA";US92532F1003;2VRTX;"Trading After Hours";EUR;448.30;448.30;448.30;448.30;"'04/07/2024 18:14";CET;1;448.30;466.60;31/07/2024
"VERTEX PHARMA";US92532F1003;1VRTX;"Euronext Global Equity Market";EUR;447.00;447.00;447.00;447.00;"26/08/2024 09:00";CET;22;9834.00;432.00;26/08/2024
"VERTEX PHARMA";US92532F1003;4VRTX;EuroTLX;EUR;432.55;432.55;432.55;432.55;"'03/07/2024 16:58";CET;1;432.55;432.30;26/08/2024
VETOQUINOL;FR0004186856;VETO;"Euronext Paris";EUR;94.80;94.80;92.90;92.90;"26/08/2024 17:35";CET;1680;'156544.60;92.90;26/08/2024
VGP;BE0003878957;VGP;"Euronext Brussels";EUR;97.70;97.70;96.20;96.70;"26/08/2024 17:35";CET;8358;'808896.20;96.70;26/08/2024
VIALIFE;FR0010326090;ALVIA;"Euronext Growth Paris";EUR;12.50;12.50;12.50;12.50;"30/07/2024 16:30";CET;158;1975.00;12.50;26/08/2024
"VIATRIS INC";US92556V1061;2VTRS;"Trading After Hours";EUR;10.15;10.15;10.15;10.15;"12/06/2024 18:09";CET;100;1015.00;11.20;31/07/2024
"VIATRIS INC";US92556V1061;1VTRS;"Euronext Global Equity Market";EUR;10.48;10.48;10.48;10.48;"23/08/2024 17:17";CET;50;524.00;10.565;26/08/2024
"VIATRIS INC";US92556V1061;4VTRS;EuroTLX;EUR;10.54;10.54;10.54;10.54;"14/08/2024 13:11";CET;176;1855.04;10.58;26/08/2024
VICAT;FR0000031775;VCT;"Euronext Paris";EUR;31.55;31.80;31.35;31.35;"26/08/2024 17:35";CET;28753;'904533.15;31.35;26/08/2024
"VIEL ET COMPAGNIE";FR0000050049;VIL;"Euronext Paris";EUR;9.96;10.00;9.94;9.98;"26/08/2024 17:35";CET;9213;91978.36;9.98;26/08/2024
"VILA DOS NUMEROS";PTVUO0AM0000;MLVDN;"Euronext Access Lisbon";EUR;-;-;-;-;-;BST;-;-;-;-
"VIMI FASTENERS";IT0004717200;VIM;"Euronext Growth Milan";EUR;1.29;1.29;1.26;1.28;"22/08/2024 09:42";CET;12500;15975.00;1.28;26/08/2024
VINCI;FR0000125486;2DG;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
VINCI;FR0000125486;DG;"Euronext Paris";EUR;106.80;107.15;106.55;106.75;"26/08/2024 17:35";CET;240763;'25705417.60;106.75;26/08/2024
VINCI;FR0000125486;4DG;EuroTLX;EUR;105.10;107.15;101.45;102.90;"'07/08/2024 11:27";CET;710;73089.50;106.90;26/08/2024
VINPAI;FR001400AXT1;ALVIN;"Euronext Growth Paris";EUR;4.24;4.26;4.24;4.26;"26/08/2024 16:22";CET;31;132.04;4.26;26/08/2024
VIOHALCO;BE0974271034;VIO;"Euronext Brussels";EUR;6.05;6.05;5.83;5.94;"26/08/2024 12:26";CET;2055;12251.41;5.94;26/08/2024
VIRBAC;FR0000031577;2VIRP;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
VIRBAC;FR0000031577;VIRP;"Euronext Paris";EUR;341.50;345.00;338.50;345.00;"26/08/2024 17:35";CET;779;'267479.50;345.00;26/08/2024
"VIRGIN GALACTIC HO";US92766K4031;1SPCE;"Euronext Global Equity Market";EUR;6.10;6.20;6.10;6.20;"22/08/2024 16:26";CET;3;18.42;6.29;26/08/2024
"VIRGIN GALACTIC HO";US92766K4031;2SPCE;"Trading After Hours";EUR;8.794;8.794;8.794;8.794;"'08/07/2024 18:38";CET;1;8.79;6.771;31/07/2024
"VIRGIN GALACTIC HO";US92766K4031;4SPCE;EuroTLX;-;6.43;6.43;6.43;6.43;"26/08/2024 10:13";CET;399;2565.57;6.331;26/08/2024
VIRIDIEN;FR001400PVN6;2CGG;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
VIRIDIEN;FR001400PVN6;VIRI;"Euronext Paris";EUR;38.035;39.20;37.41;39.09;"26/08/2024 17:35";CET;21762;'841123.75;39.09;26/08/2024
VIRTUALWARE;ES0105704003;MLVIR;"Euronext Access Paris";EUR;8.40;8.40;8.40;8.40;"22/08/2024 16:30";CET;1;8.40;8.40;26/08/2024
"VISA - CLASSE A";US92826C8394;4V;EuroTLX;EUR;239.80;242.00;239.80;242.00;"26/08/2024 16:00";CET;34;8214.80;240.65;26/08/2024
"VISA - CLASSE A";US92826C8394;2V;"Trading After Hours";EUR;241.20;241.20;241.20;241.20;"11/07/2024 18:04";CET;5;1206.00;245.30;31/07/2024
"VISA - CLASSE A";US92826C8394;1V;"Euronext Global Equity Market";EUR;240.55;241.20;239.05;239.05;"23/08/2024 17:35";CET;140;33675.30;240.70;26/08/2024
VISIATIV;FR0004029478;ALVIV;"Euronext Growth Paris";EUR;36.70;37.00;36.70;37.00;"14/08/2024 11:07";CET;162;5976.60;37.00;26/08/2024
"VISIBILIA EDITORE";IT0005433732;VE;"Euronext Growth Milan";EUR;'0.371;'0.40;'0.348;'0.356;"'01/03/2024 17:38";CET;246536;92026.52;'0.356;26/08/2024
"VISTIN PHARMA";NO0010734122;VISTN;"Oslo Børs";NOK;23.30;24.00;22.70;22.70;"26/08/2024 16:25";CET;41377;'975396.00;22.70;26/08/2024
VITURA;FR0010309096;VTR;"Euronext Paris";EUR;7.25;7.25;7.25;7.25;"26/08/2024 09:00";CET;16;116.00;7.25;26/08/2024
VIVENDI;FR0000127771;1VIV;"Euronext Global Equity Market";EUR;9.436;9.436;9.436;9.436;"'09/08/2024 17:07";CET;755;7124.18;9.984;26/08/2024
VIVENDI;FR0000127771;4VIV;EuroTLX;EUR;9.386;9.386;9.386;9.386;"'07/08/2024 14:07";CET;82;769.65;9.978;26/08/2024
VIVENDI;FR0000127771;2VIV;"Trading After Hours";EUR;8.42;8.42;8.25;8.25;"29/11/2023 20:20";CET;50;412.67;9.852;31/07/2024
"VIVENDI SE";FR0000127771;VIV;"Euronext Paris";EUR;9.89;10.01;9.886;9.96;"26/08/2024 17:35";CET;1554166;'15482433.78;9.96;26/08/2024
VIVORYON;NL00150002Q7;VVY;"Euronext Amsterdam";EUR;2.22;2.255;2.17;2.21;"26/08/2024 17:35";CET;35570;78535.16;2.21;26/08/2024
VNE;IT0005556110;VNE;"Euronext Growth Milan";EUR;2.60;2.62;2.60;2.62;"'02/08/2024 14:27";CET;4550;11858.00;2.62;26/08/2024
VOESTALPINE;AT0000937503;4VOE;EuroTLX;EUR;26.24;26.24;26.24;26.24;"'07/02/2024 12:10";CET;24;629.76;21.92;26/08/2024
VOGO;FR0011532225;ALVGO;"Euronext Growth Paris";EUR;3.17;3.18;3.14;3.18;"26/08/2024 16:36";CET;8537;26899.09;3.18;26/08/2024
VOLKSVERMOGEN;BE0947790037;-;"Euronext Expert Market";EUR;1020.00;1020.00;1020.00;1020.00;"'06/08/2024 11:30";CET;1;1020.00;1020.00;26/08/2024
VOLKSWAGEN;DE0007664039;4VOW3;EuroTLX;EUR;96.50;96.50;96.50;96.50;"22/08/2024 09:38";CET;5;482.50;96.84;26/08/2024
VOLKSWAGEN;DE0007664005;4VOW;EuroTLX;EUR;104.80;104.80;104.80;104.80;"26/08/2024 09:00";CET;1;104.80;104.90;26/08/2024
VOLKSWAGEN;DE0007664039;2VOW3;"Trading After Hours";EUR;105.70;105.70;105.70;105.70;"31/07/2024 18:00";CET;3;317.10;105.70;31/07/2024
VOLKSWAGEN;DE0007664039;1VOW3;"Euronext Global Equity Market";EUR;97.28;97.28;96.62;96.82;"26/08/2024 17:28";CET;2311;'224254.50;96.76;26/08/2024
"VOLTA FINANCE";GG00B1GHHH78;VTA;"Euronext Amsterdam";EUR;5.20;5.25;5.20;5.25;"26/08/2024 17:29";CET;7038;36749.50;5.25;26/08/2024
VOLTALIA;FR0011995588;2VLTSA;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
VOLTALIA;FR0011995588;VLTSA;"Euronext Paris";EUR;8.44;8.71;8.32;8.64;"26/08/2024 17:35";CET;105300;'901546.23;8.64;26/08/2024
VOLUE;NO0010894603;VOLUE;"Oslo Børs";NOK;41.50;41.75;41.50;41.50;"26/08/2024 16:25";CET;79407;'3297913.35;41.50;26/08/2024
"VOLVO CAR";SE0000115446;4VOLVB;EuroTLX;EUR;22.71;22.71;22.49;22.49;"'07/08/2024 09:16";CET;50;1130.00;23.59;26/08/2024
"VOLVO CAR";SE0000115446;2VOLVB;"Trading After Hours";EUR;24.45;24.45;24.45;24.45;"'08/05/2024 18:12";CET;100;2445.00;25.10;31/07/2024
"VOLVO CAR";SE0000115446;1VOLVB;"Euronext Global Equity Market";EUR;22.60;22.60;22.60;22.60;"12/08/2024 12:20";CET;4;90.40;23.48;26/08/2024
VONOVIA;DE000A1ML7J1;4VNA;EuroTLX;EUR;28.96;28.96;28.96;28.96;"'07/05/2024 09:02";CET;150;4344.00;31.60;26/08/2024
VONOVIA;DE000A1ML7J1;2VNA;"Trading After Hours";EUR;27.29;27.29;27.29;27.29;"25/07/2024 18:01";CET;1;27.29;28.50;31/07/2024
VONOVIA;DE000A1ML7J1;1VNA;"Euronext Global Equity Market";EUR;31.26;31.77;31.21;31.70;"26/08/2024 17:25";CET;3795;'119416.77;31.68;26/08/2024
VOORUITZICHT;BE0020918638;-;"Euronext Expert Market";EUR;1050.00;1050.00;1050.00;1050.00;"24/11/2015 11:30";CET;51;53550.00;1050.00;26/08/2024
VOPAK;NL0009432491;VPK;"Euronext Amsterdam";EUR;41.50;41.74;41.36;41.56;"26/08/2024 17:35";CET;45617;'1895729.40;41.56;26/08/2024
